product_id,category,material,packaging_type,transport_mode,distance_km,weight_kg,energy_kwh,water_process_l,carbon_kg,water_liters
619,Skincare,Glass,Box,Road,3658,0.191710851,2.694800463,6.019361339,10.564,7.14
620,Skincare,Paper,Bottle,Road,1302,0.337213283,1.314960783,1.979280582,4.844,6.96
621,Haircare,Aluminum,Bottle,Road,752,0.191328453,2.694642714,11.20394806,5.17,10.03
622,Haircare,Paper,Bottle,Road,2516,0.206728185,2.532487383,14.86304281,7.679,11.97
623,Skincare,Plastic,Bottle,Road,2623,0.277586537,2.741615514,14.9592866,8.549,19.73
624,Haircare,Aluminum,Box,Road,1972,0.29745755,2.348750325,16.37618693,7.29,11.47
625,Makeup,Plastic,Bottle,Road,645,0.311478699,2.946668507,4.232213691,4.807,12.27
626,Skincare,Paper,Tube,Road,693,0.242820709,4.244020657,12.28950955,4.384,14.89
627,Haircare,Paper,Jar,Sea,2932,0.292289338,5.558308523,10.65774318,9.146,15.13
628,Haircare,Paper,Bottle,Road,5196,0.309650289,1.429584231,11.56389657,12.32,14.4
629,Makeup,Aluminum,Jar,Sea,3308,0.266045531,1.954718448,10.94109183,9.42,12.39
630,Haircare,Paper,Bottle,Road,2438,0.238587351,2.55026449,8.697759097,7.152,14.73
631,Makeup,Plastic,Jar,Road,5125,0.134376404,4.418890253,1,13.731,2.4
632,Haircare,Plastic,Tube,Road,3812,0.297933933,3.254063068,17.8091451,10.662,16
633,Haircare,Paper,Tube,Road,3962,0.253373896,2.631068932,13.64995083,11.148,11.48
634,Haircare,Glass,Jar,Road,3185,0.216910732,4.360079609,4.578551062,9.912,4.25
635,Skincare,Aluminum,Box,Sea,4207,0.352221309,4.64766832,14.36565826,12.004,14.18
636,Makeup,Glass,Tube,Sea,2784,0.135773309,3.477488049,9.763475965,8.656,14.82
637,Skincare,Aluminum,Jar,Road,3440,0.381522905,2.520536928,9.905138418,10.938,12.28
638,Haircare,Plastic,Jar,Road,3410,0.248218138,3.824335481,8.157926993,10.338,15.55
639,Fragrance,Plastic,Bottle,Sea,4151,0.275401454,3.22007815,14.68465236,11.226,17.66
640,Fragrance,Plastic,Box,Road,4945,0.218396471,3.210784107,8.000882142,13.558,15.75
641,Makeup,Plastic,Box,Road,1653,0.116634167,2.885119738,6.51582657,6.628,12.74
642,Fragrance,Plastic,Jar,Sea,3861,0.238831208,4.609979897,17.65872405,11.309,20.36
643,Fragrance,Plastic,Tube,Road,222,0.276779593,3.799856272,11.10559295,3.838,11.26
644,Haircare,Aluminum,Tube,Sea,2952,0.304098036,4.742841058,11.26256805,10.012,13.43
645,Fragrance,Paper,Tube,Road,4947,0.234157344,5.103591375,15.4623206,13.238,13.99
646,Haircare,Aluminum,Bottle,Road,3566,0.074596813,4.050776923,8.662066496,10.832,10.43
647,Haircare,Aluminum,Box,Road,1508,0.126667092,2.892227462,9.659234137,6.916,11.27
648,Makeup,Paper,Box,Sea,3354,0.41416157,4.748391479,13.52857635,10.471,15.43
649,Fragrance,Paper,Box,Road,1999,0.162597121,4.058797643,4.293111988,7.399,4.91
650,Fragrance,Glass,Box,Sea,2410,0.364163957,6.624041332,13.10549523,8.719,9.17
651,Haircare,Aluminum,Box,Sea,1293,0.175273061,3.872123466,8.221442704,5.73,11.34
652,Makeup,Glass,Tube,Sea,3454,0.235403527,4.337225647,16.27736296,10.151,12.82
653,Skincare,Glass,Bottle,Road,1130,0.300016661,3.84850867,14.73331663,5.918,14.23
654,Fragrance,Paper,Jar,Road,2467,0.184384444,3.38108169,14.07274178,7.577,11.49
655,Makeup,Glass,Bottle,Road,5168,0.377377211,3.18945014,3.965206757,13.778,6.38
656,Makeup,Paper,Bottle,Road,4178,0.256058269,3.853092614,11.48302302,12.158,14.4
657,Fragrance,Paper,Box,Sea,2308,0.286868068,4.125410902,6.113667198,7.745,7.14
658,Makeup,Paper,Box,Road,5330,0.228591439,4.88526548,11.81568049,14.385,14.9
659,Skincare,Aluminum,Tube,Sea,126,0.302697623,3.87062067,1,3.567,7.99
660,Haircare,Paper,Tube,Road,5281,0.376303419,2.944532989,4.295838658,13.087,8.22
661,Skincare,Glass,Bottle,Road,1969,0.239497125,3.107775204,17.94516804,6.928,17.66
662,Makeup,Paper,Bottle,Road,4523,0.388377023,1.912475669,13.84526588,11.157,9.72
663,Skincare,Glass,Box,Sea,5213,0.201072335,5.493456612,10.23092076,14.327,13.96
664,Skincare,Plastic,Jar,Road,3329,0.311127683,2.850591664,7.456283387,9.993,13.24
665,Makeup,Glass,Tube,Road,3377,0.289129147,4.660928552,6.578730412,10.489,11.46
666,Makeup,Plastic,Jar,Sea,4133,0.164513434,3.831861029,13.00077878,11.391,8.87
667,Makeup,Aluminum,Bottle,Road,1356,0.267104776,3.864478197,10.28183845,7.139,7.14
668,Fragrance,Plastic,Box,Road,1020,0.250589275,3.35906255,19.73323592,5.996,14.09
669,Fragrance,Paper,Box,Road,1923,0.181744626,2.554641334,11.0761814,6.763,13.29
670,Skincare,Aluminum,Tube,Road,2660,0.278640195,2.337757519,12.29360246,8.653,14.35
671,Fragrance,Aluminum,Jar,Road,4098,0.261703164,5.574158467,5.05748266,13.083,5.28
672,Makeup,Paper,Tube,Road,1452,0.244193044,3.636753295,10.19650387,6.484,7.13
673,Makeup,Plastic,Box,Sea,3128,0.244513802,4.850321295,12.88495703,9.214,10.97
674,Skincare,Plastic,Tube,Road,69,0.242799179,5.161888325,10.13607144,4.666,11.22
675,Makeup,Paper,Jar,Road,218,0.22058403,3.006983684,9.571857332,3.174,12.5
676,Makeup,Aluminum,Jar,Road,5318,0.261186728,4.008206919,13.63454813,14.514,15.5
677,Makeup,Aluminum,Tube,Road,4684,0.198486863,3.554012931,19.57411641,13.062,13.6
678,Skincare,Plastic,Jar,Road,4757,0.462544759,2.111343436,12.72484685,12.671,16.43
679,Makeup,Glass,Tube,Road,1841,0.13725334,3.277424029,17.72093142,6.683,16.49
680,Fragrance,Glass,Bottle,Road,2849,0.203221114,4.205007908,15.10801189,9.377,9.78
681,Makeup,Glass,Bottle,Road,3727,0.209540632,2.901164894,17.42176687,10.861,14.6
682,Skincare,Glass,Box,Sea,1435,0.413239473,3.110188166,8.951400383,6.052,13.24
683,Fragrance,Aluminum,Jar,Sea,4107,0.144389228,3.291959774,10.96536253,11.575,10.24
684,Fragrance,Glass,Jar,Road,3826,0.284073784,6.033835198,10.98613215,12.124,6.68
685,Skincare,Aluminum,Tube,Road,2269,0.269871525,1.299141275,14.73138618,7.709,15.3
686,Fragrance,Paper,Jar,Road,2419,0.276688184,4.101971959,15.96206411,8.545,15.02
687,Haircare,Paper,Box,Sea,1725,0.348907453,3.195993107,12.62528096,6.441,17.37
688,Makeup,Plastic,Bottle,Road,4428,0.347266349,2.73121411,16.38353289,12.189,12.88
689,Haircare,Glass,Box,Road,5428,0.213923454,3.166549151,9.183342615,14.497,9.58
690,Fragrance,Paper,Bottle,Road,5497,0.265521396,4.300851493,16.42688776,14.715,13.21
691,Fragrance,Glass,Jar,Road,4254,0.100871837,4.369428313,17.07904721,13.05,14.37
692,Fragrance,Aluminum,Tube,Road,1952,0.257927441,3.723220547,15.38748173,8.191,13.18
693,Fragrance,Aluminum,Box,Sea,4306,0.186480846,4.81128958,12.67084892,12.478,12.88
694,Fragrance,Glass,Bottle,Sea,1381,0.235089406,5.022599594,15.56661666,6.209,10.49
695,Skincare,Aluminum,Tube,Road,4936,0.115170251,4.47965113,7.529977674,13.889,11.98
696,Haircare,Glass,Bottle,Road,1507,0.282389783,2.844569059,12.99181132,6.206,11.5
697,Makeup,Glass,Bottle,Road,2245,0.114274504,4.093329859,13.50255238,8.284,12.11
698,Makeup,Paper,Box,Road,558,0.261862769,4.099040791,5.352421684,4.281,12.29
699,Skincare,Paper,Tube,Road,493,0.151879553,2.52124228,14.37292126,3.989,11.21
700,Skincare,Plastic,Jar,Road,2197,0.182028717,1.616673327,5.755906372,6.588,8.71
701,Makeup,Paper,Tube,Sea,3048,0.342378568,1.072669254,9.86040851,7.443,7.02
702,Makeup,Paper,Jar,Air,144,0.297033436,3.583826588,12.1988048,5.448,12.49
703,Skincare,Paper,Jar,Sea,4661,0.341936251,3.857647658,8.346318077,12.02,14.62
704,Skincare,Glass,Jar,Sea,673,0.374778171,2.081862107,12.41277019,3.639,14.52
705,Skincare,Plastic,Jar,Road,5491,0.188172903,4.755238799,12.33278495,14.662,13.86
706,Makeup,Aluminum,Box,Road,1530,0.369917733,3.682661779,7.899091803,6.838,13.09
707,Skincare,Paper,Jar,Road,2115,0.132759548,5.119343138,14.83987229,7.9,16.41
708,Makeup,Paper,Jar,Road,921,0.309688027,3.944643044,8.179217483,5.012,11.87
709,Haircare,Plastic,Tube,Road,4543,0.210532983,2.220399714,23.43987187,11.802,21.04
710,Haircare,Glass,Box,Sea,4040,0.175575989,4.049937456,11.45260588,11.357,5.22
711,Makeup,Paper,Jar,Road,478,0.299157589,4.304132834,6.143529275,4.751,8.47
712,Makeup,Plastic,Box,Road,625,0.325596122,2.842851697,7.078291169,4.921,6.24
713,Makeup,Plastic,Jar,Road,3369,0.323221471,1.769488403,17.73790232,9.581,12.98
714,Fragrance,Paper,Tube,Air,4769,0.267188791,3.620355277,9.954241751,14.794,13.37
715,Fragrance,Aluminum,Box,Road,648,0.260556584,2.298986438,5.181180961,4.595,5.53
716,Fragrance,Plastic,Jar,Road,1255,0.292149327,4.845065196,16.26856374,6.655,18.58
717,Makeup,Glass,Bottle,Road,3022,0.274301126,3.011387983,9.922130561,9.512,7.01
718,Haircare,Plastic,Tube,Sea,641,0.293308467,5.569521328,15.26709756,5.572,12.72
719,Skincare,Paper,Bottle,Air,1709,0.266319957,0.951009599,16.67783013,6.971,17.95
720,Makeup,Plastic,Jar,Road,105,0.317422706,3.661754725,13.37231769,3.69,12.04
721,Skincare,Aluminum,Box,Sea,2770,0.119823375,5.215271168,23.97953698,9.636,21.82
722,Fragrance,Plastic,Jar,Road,3947,0.239498122,2.431634821,3.376287535,10.874,5.07
723,Fragrance,Paper,Tube,Sea,2295,0.13929228,3.308958877,7.910249624,6.857,7.63
724,Skincare,Paper,Tube,Road,1448,0.272136161,3.016357143,10.72024998,5.458,12.24
725,Fragrance,Aluminum,Bottle,Road,2362,0.381354414,2.679478829,23.30586764,8.581,18.25
726,Skincare,Paper,Jar,Sea,2826,0.212073217,3.793547169,20.99001235,8.233,20.78
727,Makeup,Aluminum,Tube,Road,953,0.260180162,1.945494079,18.44345434,4.592,19.37
728,Skincare,Plastic,Bottle,Road,658,0.310518937,3.366837462,8.029380296,4.999,11.08
729,Haircare,Aluminum,Jar,Sea,1040,0.084582165,4.119193085,8.612426301,5.741,9.47
730,Makeup,Paper,Jar,Air,5419,0.208231161,3.241887546,7.857199824,15.787,7.84
731,Makeup,Paper,Box,Road,3990,0.279161253,2.29975496,8.08286556,10.377,12.94
732,Haircare,Glass,Bottle,Sea,733,0.05,4.736222478,19.46352304,4.871,18.74
733,Fragrance,Aluminum,Box,Sea,1692,0.171855321,4.376308354,10.78116438,7.454,5.33
734,Fragrance,Glass,Jar,Road,2294,0.338068638,2.250575394,11.44250918,7.208,5.58
735,Skincare,Aluminum,Tube,Sea,1037,0.330239752,1.947070922,15.87193393,4.481,13.93
736,Makeup,Aluminum,Tube,Road,4691,0.279945458,2.357690701,3.68236013,12.589,7.21
737,Makeup,Plastic,Jar,Sea,5176,0.320575811,4.154327799,12.26322911,13.694,12.27
738,Haircare,Paper,Box,Road,1384,0.267208339,3.830687479,6.515641357,5.892,10.96
739,Makeup,Paper,Bottle,Road,140,0.294431593,4.448099255,10.5279254,4.017,10.87
740,Fragrance,Glass,Bottle,Road,1504,0.224747703,3.108619738,9.06789653,6.68,12.39
741,Fragrance,Glass,Box,Road,3224,0.259265015,2.390318915,8.81009627,9.621,10.59
742,Fragrance,Glass,Tube,Sea,4456,0.199410369,4.602615786,13.12790903,12.601,11.82
743,Makeup,Paper,Box,Air,1900,0.351078668,2.835861784,13.10606701,8.832,15.49
744,Haircare,Aluminum,Jar,Road,1539,0.371724753,3.723857667,10.90089705,7.105,8.46
745,Fragrance,Aluminum,Bottle,Road,1406,0.360393024,1.640090193,13.85342171,5.604,11.59
746,Haircare,Paper,Bottle,Road,65,0.217351299,2.816227491,7.656927296,2.644,10.29
747,Makeup,Paper,Jar,Road,126,0.173698077,4.711275585,15.40792935,3.388,15.45
748,Haircare,Glass,Bottle,Road,2382,0.352157893,2.64047052,10.96900489,7.993,8.01
749,Haircare,Glass,Box,Sea,3415,0.293512576,4.477404586,9.581682189,10.455,11.1
750,Skincare,Plastic,Bottle,Sea,118,0.276286747,0.702776365,8.026205941,1.731,11.82
751,Fragrance,Plastic,Box,Road,1141,0.199309433,2.828730008,10.7930127,5.415,10.97
752,Skincare,Aluminum,Bottle,Road,5008,0.284053105,3.294374425,21.35319628,13.527,22.45
753,Skincare,Glass,Bottle,Sea,5445,0.163177755,5.591048364,11.68343115,14.453,15.8
754,Fragrance,Plastic,Jar,Road,3547,0.300724988,2.097124544,6.277982319,9.816,7.04
755,Makeup,Glass,Bottle,Road,2893,0.360310936,4.305191955,16.59409533,9.396,16.8
756,Haircare,Glass,Jar,Road,3227,0.380483644,4.768318137,9.640357821,10.786,11.61
757,Makeup,Glass,Jar,Road,2069,0.306681924,2.634212423,13.41879502,7.317,13
758,Haircare,Glass,Tube,Road,1148,0.139438276,3.051771261,8.971697248,5.787,12.55
759,Skincare,Aluminum,Tube,Sea,2098,0.26578641,3.669954529,18.40386658,7.57,17.64
760,Makeup,Plastic,Bottle,Road,3864,0.42117454,1.722218039,9.046201217,10.474,11.03
761,Skincare,Plastic,Bottle,Road,3661,0.180511073,2.953876146,18.98928989,11.028,20.08
762,Makeup,Plastic,Bottle,Road,3741,0.245265474,5.031334449,6.753697077,11.028,10.83
763,Fragrance,Aluminum,Bottle,Sea,3367,0.363081948,4.127185773,10.53546807,10.897,13.53
764,Fragrance,Paper,Bottle,Road,379,0.299370714,3.311898453,18.99997893,4.349,20.95
765,Haircare,Aluminum,Jar,Road,3464,0.448412506,3.635686834,12.84087112,11.216,15.72
766,Fragrance,Aluminum,Tube,Road,4850,0.191370449,4.197086439,23.35732971,13.652,16.48
767,Makeup,Aluminum,Jar,Road,3586,0.170819537,4.426892177,10.65429775,11.725,12.29
768,Haircare,Aluminum,Jar,Road,3207,0.347930035,2.832303023,13.28521426,9.964,14.9
769,Skincare,Glass,Jar,Sea,1270,0.15432971,5.341665132,21.52574636,6.104,21.25
770,Haircare,Paper,Tube,Road,4368,0.234258561,5.079617841,4.430383916,12.362,12.37
771,Makeup,Glass,Jar,Road,2511,0.244748276,4.312709156,3.811249834,8.696,2.89
772,Fragrance,Plastic,Bottle,Road,1482,0.332879158,2.488448161,8.022459114,5.775,12.22
773,Skincare,Aluminum,Jar,Sea,2719,0.299141437,2.275731312,16.06686345,8.751,20.73
774,Makeup,Plastic,Bottle,Sea,715,0.286565193,3.108075444,3.950744083,4.099,8.43
775,Fragrance,Glass,Jar,Sea,5098,0.21780553,3.572918117,14.98524528,13.312,14.02
776,Fragrance,Paper,Box,Road,3878,0.347200322,1.377809761,14.63353347,9.686,11.56
777,Haircare,Glass,Jar,Sea,1829,0.572065923,4.09363176,22.07195117,7.32,20
778,Skincare,Glass,Bottle,Sea,4376,0.305302568,5.044954717,17.22742463,12.198,19.26
779,Haircare,Paper,Tube,Road,345,0.257973777,4.191768968,13.82025119,3.745,15.7
780,Fragrance,Aluminum,Bottle,Road,2153,0.146170962,2.688736637,18.79566468,7.68,16.19
781,Fragrance,Glass,Bottle,Sea,3600,0.199001484,2.546715923,14.69451971,10.215,13.62
782,Makeup,Paper,Bottle,Road,179,0.232903181,3.859822813,9.699649727,3.744,12.73
783,Skincare,Paper,Box,Sea,3912,0.207231981,3.316035542,6.276971115,10.59,12.18
784,Skincare,Glass,Box,Road,4509,0.248713773,4.031649409,9.153171982,12.716,9.69
785,Haircare,Plastic,Tube,Road,3288,0.392241286,4.222065647,11.79963063,10.317,15.39
786,Makeup,Plastic,Tube,Road,1173,0.349773353,4.810268635,12.87509203,6.622,17.62
787,Skincare,Glass,Tube,Sea,4132,0.237293383,2.141451885,1.32402201,10.665,6.98
788,Makeup,Glass,Tube,Sea,1897,0.153337604,3.765942737,10.90219833,7.189,14.69
789,Makeup,Glass,Tube,Road,4060,0.356989411,3.063829995,12.14290885,11.938,9.83
790,Skincare,Glass,Box,Road,3473,0.246075658,3.381637947,14.73768722,10.168,15.35
791,Skincare,Plastic,Tube,Road,559,0.111879966,4.537290623,20.13400441,4.625,16.95
792,Haircare,Plastic,Bottle,Road,594,0.306994409,4.667751048,12.92826768,4.968,17.29
793,Makeup,Glass,Jar,Air,132,0.332054935,5.17813238,7.452185619,6.094,13.86
794,Fragrance,Plastic,Box,Road,442,0.055927328,4.0107083,2.909603082,4.198,4.67
795,Haircare,Glass,Jar,Road,1683,0.184035629,3.367979851,15.43505479,7.169,17.58
796,Haircare,Paper,Bottle,Road,190,0.241163679,3.196545837,7.654563203,3.062,14.24
797,Fragrance,Glass,Box,Air,5164,0.308760873,1.418293997,16.33418489,15.471,13
798,Haircare,Paper,Tube,Road,5045,0.208740273,5.107682054,18.98710076,13.691,17.62
799,Haircare,Aluminum,Tube,Sea,990,0.183428648,3.113721903,4.27962617,5.825,9.73
800,Haircare,Paper,Jar,Road,1747,0.30817354,4.107076472,14.76946279,6.71,12.71
801,Skincare,Aluminum,Bottle,Road,4094,0.21253421,4.314795831,18.46311205,12.262,18.07
802,Haircare,Plastic,Jar,Sea,3650,0.293364372,2.005621389,17.09519663,9.493,21
803,Makeup,Aluminum,Jar,Road,3219,0.161078748,2.391984329,1.518102815,9.533,3.74
804,Fragrance,Plastic,Box,Sea,5441,0.141813358,5.356423888,7.731739776,14.954,10.54
805,Makeup,Glass,Jar,Road,3482,0.310421533,3.848522619,5.599097471,10.825,9.56
806,Fragrance,Plastic,Bottle,Sea,3698,0.270201593,2.803297203,14.61736378,10.469,11.87
807,Makeup,Plastic,Jar,Sea,2786,0.323796459,3.348383587,14.06663312,8.208,13.8
808,Skincare,Glass,Box,Sea,2911,0.20739256,4.803484286,1,9.626,11.8
809,Haircare,Glass,Jar,Road,1636,0.186391576,4.621177376,10.49584189,6.897,13.4
810,Fragrance,Paper,Jar,Sea,2889,0.358857511,1.740701885,16.00359915,7.496,14.89
811,Skincare,Aluminum,Tube,Air,5054,0.128163299,5.461140612,12.73987996,16.679,18.4
812,Fragrance,Plastic,Tube,Road,2104,0.350116857,4.659377637,12.7313346,8.255,11.13
813,Makeup,Paper,Jar,Road,776,0.355640377,3.317029701,10.17503157,4.715,8.38
814,Haircare,Glass,Box,Sea,3318,0.318807161,2.069933068,6.705295295,9.466,13.92
815,Fragrance,Plastic,Tube,Road,4329,0.194975399,4.764810368,11.91472088,12.801,11.27
816,Fragrance,Paper,Bottle,Sea,5275,0.184678093,4.071713,12.26046726,13.886,13.16
817,Skincare,Aluminum,Jar,Sea,3004,0.233195538,1.750641946,15.0762726,8.361,13.28
818,Skincare,Plastic,Box,Road,4344,0.146396826,3.22150631,15.48249962,12.359,16.51
819,Makeup,Plastic,Jar,Road,1415,0.17306448,7.251407531,12.4293071,8.251,10.05
820,Fragrance,Glass,Tube,Road,2362,0.301578743,3.519802109,17.47454182,8.193,14.43
821,Skincare,Glass,Tube,Road,2333,0.301947929,2.609635287,10.12537666,7.381,11.01
822,Makeup,Glass,Tube,Sea,1861,0.166034014,2.28980405,4.779877151,5.872,4.74
823,Skincare,Paper,Box,Road,3953,0.304089755,5.62651878,14.38526835,11.792,15.19
824,Makeup,Aluminum,Bottle,Road,4865,0.286344264,4.517311387,12.63189777,14.599,6.83
825,Makeup,Plastic,Tube,Sea,1829,0.3707909,5.188926937,14.48465758,7.472,11.2
826,Skincare,Paper,Tube,Road,790,0.295530915,3.797822341,5.677743259,4.68,12.2
827,Makeup,Glass,Bottle,Sea,4548,0.334686484,5.004823082,20.95398044,12.694,18.7
828,Fragrance,Glass,Tube,Road,4680,0.288166207,2.482015533,15.55251207,12.115,10.13
829,Fragrance,Plastic,Bottle,Road,5145,0.328394329,3.695109177,10.56001555,14.126,11.61
830,Skincare,Paper,Jar,Road,1440,0.147030627,3.844464218,7.32273427,6.022,8.6
831,Skincare,Aluminum,Jar,Sea,3968,0.240260443,5.158936318,17.38576705,12.646,19.25
832,Skincare,Paper,Bottle,Sea,3950,0.246881379,3.882611648,6.49115109,10.964,10.32
833,Haircare,Glass,Box,Sea,4355,0.230500004,2.74938591,23.30682412,11.766,18.55
834,Skincare,Paper,Bottle,Air,4443,0.28551093,3.576888607,8.933975301,14.001,11.88
835,Fragrance,Glass,Jar,Sea,5241,0.300750372,1.488304157,20.60252607,12.521,22.03
836,Fragrance,Glass,Box,Sea,2649,0.281380566,0.71483752,11.07763107,7.075,7.77
837,Fragrance,Aluminum,Box,Road,463,0.23584449,4.497609644,19.90373354,4.727,16.34
838,Skincare,Glass,Bottle,Sea,1097,0.191141594,3.050307336,8.325657466,5.359,13.28
839,Skincare,Paper,Jar,Sea,4882,0.337774886,3.186299241,12.09418189,12.327,11.66
840,Fragrance,Paper,Tube,Sea,4653,0.277978625,4.497136015,16.02374665,12.741,9.59
841,Haircare,Aluminum,Box,Road,110,0.168510891,5.176412462,15.31038568,4.683,13.48
842,Makeup,Plastic,Box,Road,2052,0.234504997,4.141385546,17.50380917,7.684,17.14
843,Fragrance,Glass,Tube,Sea,1386,0.110536026,5.813687396,9.562639426,6.346,8.67
844,Skincare,Aluminum,Bottle,Road,1797,0.252829649,4.103226961,12.42404186,7.753,13.66
845,Skincare,Aluminum,Box,Road,3531,0.234129605,3.862656156,18.24194288,10.952,19.89
846,Skincare,Paper,Bottle,Air,2829,0.204042644,3.788466587,8.473722491,11.128,9.63
847,Skincare,Aluminum,Bottle,Road,2670,0.376768015,1.957405325,14.86270531,8.447,15.32
848,Skincare,Glass,Tube,Road,2421,0.15750767,4.647198327,10.9041988,8.927,9.39
849,Fragrance,Glass,Tube,Road,3546,0.306511436,0.565440776,13.02937053,9.986,11.68
850,Makeup,Paper,Bottle,Road,3772,0.424936653,2.796496571,12.42275108,10.627,13
851,Fragrance,Glass,Bottle,Sea,286,0.336181432,3.527516421,8.058584246,4.021,10.71
852,Fragrance,Paper,Tube,Sea,797,0.247476897,2.552285212,10.69653404,4.109,6.94
853,Fragrance,Glass,Jar,Air,1909,0.159274509,2.957892892,12.72466126,9.614,10.37
854,Skincare,Aluminum,Tube,Sea,2424,0.141035026,5.707250679,11.48638001,9.169,10.55
855,Haircare,Paper,Jar,Sea,5479,0.217075864,4.824828663,19.86367975,14.393,17.16
856,Fragrance,Plastic,Tube,Road,4909,0.195039941,2.677006783,17.04977778,12.853,17.19
857,Skincare,Glass,Jar,Sea,3585,0.192436247,2.936520187,13.44990249,9.785,13.58
858,Skincare,Paper,Jar,Road,246,0.223894924,1.967595262,8.184269086,2.618,7.66
859,Makeup,Glass,Jar,Road,598,0.241820233,4.345992543,7.879884541,5.432,7.84
860,Fragrance,Aluminum,Tube,Air,2542,0.288816956,3.20030906,21.86905518,10.522,12.76
861,Fragrance,Paper,Tube,Sea,3249,0.150976302,1.140240235,6.95057282,8.414,3.67
862,Fragrance,Aluminum,Tube,Road,3649,0.195420496,3.62094031,12.56929809,11.247,12.71
863,Skincare,Glass,Tube,Sea,823,0.237226233,4.02677466,13.80474357,5.246,11.39
864,Fragrance,Paper,Bottle,Road,4888,0.234361185,4.655769168,10.44338174,13.195,10.91
865,Fragrance,Glass,Box,Road,2738,0.396913897,3.411974247,6.988981177,8.861,8.3
866,Makeup,Aluminum,Tube,Road,3286,0.268579727,3.052794605,8.075516805,10.348,8.09
867,Fragrance,Aluminum,Tube,Road,264,0.120912815,5.883517617,9.267474988,5.103,9.96
868,Fragrance,Plastic,Box,Road,4543,0.283454509,3.507903387,8.452535655,12.175,6.45
869,Haircare,Plastic,Box,Road,3009,0.293653098,4.363474198,18.63860197,10.409,19.26
870,Skincare,Glass,Tube,Road,1263,0.239989758,2.852552428,11.95437003,5.546,11.86
871,Haircare,Paper,Box,Road,1787,0.152928266,4.327891582,9.380994494,6.645,10.2
872,Skincare,Glass,Jar,Sea,1972,0.390644376,1.753245209,12.53479022,6.424,12.87
873,Skincare,Plastic,Tube,Sea,197,0.164409287,2.945518945,15.33977953,3.496,17.16
874,Skincare,Aluminum,Jar,Sea,5184,0.302861777,2.050070913,10.27690147,12.611,13.95
875,Makeup,Aluminum,Tube,Road,4426,0.266004042,2.774032014,16.50990648,12.752,7.84
876,Makeup,Aluminum,Bottle,Sea,4878,0.298064844,5.000564048,5.644266128,13.551,9.17
877,Makeup,Aluminum,Box,Sea,1977,0.386548634,2.765208933,17.85651816,7.287,11.2
878,Makeup,Aluminum,Bottle,Road,3090,0.29493111,4.361907351,11.9552383,10.187,11.3
879,Makeup,Paper,Tube,Road,2547,0.205306862,5.320718218,11.75993824,9.505,11.73
880,Makeup,Plastic,Bottle,Road,2641,0.338479382,3.466907224,8.534928378,8.811,9.12
881,Skincare,Paper,Bottle,Road,3259,0.199512044,4.692520526,5.860749347,9.862,11.54
882,Fragrance,Paper,Box,Road,2508,0.263084641,4.13730315,3.666640321,8.317,7.82
883,Haircare,Paper,Box,Road,4264,0.146553311,3.639724317,8.186116655,11.643,8.33
884,Skincare,Paper,Bottle,Road,370,0.167337502,4.400378707,14.9383661,4.204,13.54
885,Fragrance,Paper,Bottle,Sea,1099,0.254110934,5.707925708,7.193607888,5.941,8.42
886,Makeup,Glass,Box,Road,4913,0.279446937,2.735277305,4.257759071,13.071,3.22
887,Skincare,Paper,Box,Road,4858,0.11380875,2.34895892,7.454673446,11.845,9.21
888,Skincare,Aluminum,Bottle,Sea,4508,0.289782989,2.278502545,10.07583341,11.886,15.85
889,Skincare,Plastic,Tube,Road,2059,0.184445682,4.693313564,10.27249389,8.143,9.12
890,Haircare,Aluminum,Jar,Road,2536,0.352375041,4.855241148,11.35553546,9.33,12.23
891,Skincare,Plastic,Tube,Road,187,0.221842846,2.85555568,17.16303173,3.718,15.2
892,Makeup,Aluminum,Jar,Road,1572,0.160110218,0.936783741,18.24627219,5.872,19.68
893,Makeup,Paper,Bottle,Road,4009,0.256064365,2.690291912,22.02731253,10.759,16.31
894,Fragrance,Glass,Jar,Road,1918,0.1767012,4.157425013,3.875463417,7.916,4.7
895,Makeup,Plastic,Tube,Road,2667,0.351515611,3.419932233,7.720580398,8.297,6.96
896,Makeup,Paper,Box,Air,721,0.250042417,3.716417296,15.49242579,6.451,14
897,Makeup,Plastic,Bottle,Sea,2755,0.23786587,2.871986698,9.729843922,8.643,10.94
898,Skincare,Paper,Box,Road,3983,0.297344082,4.71690695,16.30393235,12.169,14.64
899,Skincare,Glass,Tube,Road,3168,0.169604205,3.911830162,13.03556715,10.639,16.78
900,Makeup,Aluminum,Box,Road,3083,0.146867708,4.203756167,19.89602105,10.195,17.11
901,Skincare,Paper,Box,Sea,5034,0.282668126,3.69087882,17.21358057,13.036,19.23
902,Skincare,Paper,Bottle,Sea,1325,0.162026343,4.129241796,17.30508313,5.793,16.08
903,Skincare,Glass,Bottle,Road,1681,0.161999188,4.050286026,9.940641957,7.41,13.07
904,Fragrance,Paper,Box,Road,3445,0.316940482,2.386310446,11.51269577,9.724,9.92
905,Haircare,Plastic,Bottle,Road,2667,0.292005129,3.947675714,10.47373271,9.254,15.79
906,Makeup,Plastic,Bottle,Sea,5386,0.149693637,4.449809806,4.470539282,14.225,7.53
907,Haircare,Plastic,Jar,Sea,375,0.200469117,4.886169759,19.35884628,4.442,17.46
908,Skincare,Aluminum,Box,Road,717,0.177701476,3.999328578,15.72693654,5.118,14.82
